Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
81.516,TraderOne,Tick,476,419,57,-57,147900,148400,8992,-8392,-19792,OK
81.75,TraderOne,Tick,476,429,47,-47,148000,148400,8844,-17244,-26644,OK
82.047,TraderOne,Tick,486,429,57,-57,148000,148400,9140,-13540,-24940,OK
82.219,TraderOne,Tick,486,429,57,-57,148000,148400,9140,-13540,-24940,OK
82.485,TraderOne,Tick,496,429,67,-67,148200,148800,9436,-8836,-22236,OK
82.735,TraderOne,Tick,496,439,57,-57,148200,148800,9732,-16132,-27532,OK
82.953,TraderOne,Tick,496,439,57,-57,148200,148800,9732,-16132,-27532,OK
83.235,TraderOne,Tick,496,439,57,-57,148300,148800,9732,-16132,-27532,OK
83.453,TraderOne,Tick,496,439,57,-57,148300,148800,9732,-16132,-27532,OK
83.75,TraderOne,Tick,496,439,57,-57,148300,148800,9732,-16132,-27532,OK
84.047,TraderOne,Tick,496,439,57,-57,148400,149000,9732,-16132,-27532,OK
84.235,TraderOne,Tick,496,439,57,-57,148400,149000,9732,-16132,-27532,OK
84.485,TraderOne,Tick,496,439,57,-57,148400,149000,9732,-16132,-27532,OK
84.75,TraderOne,Tick,496,439,57,-57,148400,149200,9732,-16132,-27532,OK
85.0,TraderOne,Tick,506,439,67,-67,148600,149200,10029,-10429,-23829,OK
85.282,TraderOne,Tick,506,449,57,-57,148600,149200,10326,-16726,-28126,OK
85.5,TraderOne,Tick,506,459,47,-57,148800,149200,10177,1470423,-30977,OK
85.75,TraderOne,Tick,506,459,47,-47,148800,149200,10177,-21577,-30977,OK
85.953,TraderOne,Tick,516,459,57,-57,148800,149600,10475,-16875,-28275,OK
86.297,TraderOne,Tick,526,469,57,-57,149000,149600,10624,-18024,-29424,OK
86.453,TraderOne,Tick,526,469,57,-57,149000,149600,10624,-18024,-29424,OK
86.766,TraderOne,Tick,526,479,47,-47,149600,149600,10475,-21875,-21875,OK
87.0,TraderOne,Tick,526,479,47,-47,149600,149600,10475,-21875,-21875,OK
87.266,TraderOne,Tick,526,479,47,-47,149600,149600,10475,-21875,-21875,OK
87.516,TraderOne,Tick,526,479,47,-47,149600,149700,10475,-21875,-26575,OK
87.75,TraderOne,Tick,526,479,47,-47,149600,149600,10475,-21875,-21875,OK
88.032,TraderOne,Tick,526,479,47,-47,149600,149500,10475,-21875,-17175,OK
88.25,TraderOne,Tick,526,479,47,-47,149600,149500,10475,-21875,-17175,OK
88.5,TraderOne,Tick,526,479,47,-47,149600,149200,10475,-21875,-12475,OK
88.766,TraderOne,Tick,526,479,47,-47,149600,149100,10475,-21875,-12475,OK
89.016,TraderOne,Tick,526,479,47,-47,149600,149100,10475,-21875,-12475,OK
89.282,TraderOne,Tick,526,479,47,-47,149600,149100,10475,-21875,-12475,OK
89.469,TraderOne,Tick,526,479,47,-47,149600,148900,10475,-21875,-12475,OK
89.782,TraderOne,Tick,526,479,47,-47,149600,148900,10475,-21875,-12475,OK
90.032,TraderOne,Tick,526,479,47,-47,149600,148900,10475,-21875,-12475,OK
90.297,TraderOne,Tick,526,479,47,-47,149600,149100,10475,-21875,-12475,OK
90.485,TraderOne,Tick,526,479,47,-47,149600,149100,10475,-21875,-12475,OK
90.719,TraderOne,Tick,526,479,47,-47,149600,149100,10475,-21875,-12475,OK
91.047,TraderOne,Tick,526,489,37,-37,148700,149100,10326,-25726,-33126,OK
91.235,TraderOne,Tick,526,499,27,-27,149400,149100,10625,-23025,-17625,OK
91.516,TraderOne,Tick,526,504,22,-22,149400,148900,10774,-21174,-16774,OK
91.703,TraderOne,Tick,526,509,17,-17,148800,148900,10700,-22600,-24300,OK
92.047,TraderOne,Tick,526,519,7,-7,149600,148900,10731,-21631,-20231,OK
92.235,TraderOne,Tick,536,519,17,-17,148500,148900,10582,-21482,-24882,OK
92.469,TraderOne,Tick,536,519,17,-17,148500,148900,10582,-21482,-24882,OK
92.782,TraderOne,Tick,536,519,17,-17,148500,148900,10582,-21482,-24882,OK
92.938,TraderOne,Tick,536,519,17,-17,148500,148900,10582,-21482,-24882,OK
93.235,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
93.469,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
93.735,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
93.985,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
94.203,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
94.469,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
94.735,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
94.985,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
95.282,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
95.547,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
95.782,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
96.0,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
96.282,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
96.547,TraderOne,Tick,536,519,17,-17,148500,149200,10582,-21482,-24882,OK
96.735,TraderOne,Tick,546,519,27,-27,149600,149200,10881,-20781,-15381,OK
97.016,TraderOne,Tick,546,519,27,-27,149600,149200,10881,-20781,-15381,OK
97.25,TraderOne,Tick,546,519,27,-27,149600,149200,10881,-20781,-15381,OK
97.532,TraderOne,Tick,556,529,27,-27,149800,149600,10582,-20482,-15082,OK
97.797,TraderOne,Tick,556,529,27,-27,149800,149800,10582,-20482,-20482,OK
97.985,TraderOne,Tick,556,529,27,-27,149800,149800,10582,-20482,-20482,OK
98.266,TraderOne,Tick,556,529,27,-27,149800,149800,10582,-20482,-20482,OK
98.5,TraderOne,Tick,566,529,37,-37,149200,149800,10432,-18332,-29432,OK
98.766,TraderOne,Tick,566,539,27,-27,149800,149800,10282,-20182,-20182,OK
98.969,TraderOne,Tick,566,539,27,-27,149800,149900,10282,-20182,-22882,OK
99.235,TraderOne,Tick,566,539,27,-27,149800,150100,10282,-20182,-28282,OK
99.5,TraderOne,Tick,576,539,37,-37,149800,150000,10582,-18482,-25882,OK
99.75,TraderOne,Tick,576,539,37,-37,149800,150000,10582,-18482,-25882,OK
99.953,TraderOne,Tick,576,539,37,-37,149800,150000,10582,-18482,-25882,OK
100.235,TraderOne,Tick,576,549,27,-27,149900,149900,10432,-21332,-21332,OK
100.5,TraderOne,Tick,576,549,27,-27,149900,149900,10432,-21332,-21332,OK
100.75,TraderOne,Tick,576,549,27,-27,149900,149900,10432,-21332,-21332,OK
101.0,TraderOne,Tick,576,549,27,-27,149900,149900,10432,-21332,-21332,OK
101.266,TraderOne,Tick,586,549,37,-37,149400,149900,10282,-19182,-30282,OK
101.5,TraderOne,Tick,586,549,37,-37,149400,150100,10282,-19182,-30282,OK
101.719,TraderOne,Tick,586,549,37,-37,149400,150100,10282,-19182,-30282,OK
102.016,TraderOne,Tick,586,549,37,-37,149400,150100,10282,-19182,-30282,OK
102.266,TraderOne,Tick,586,549,37,-37,149400,150100,10282,-19182,-30282,OK
102.547,TraderOne,Tick,586,549,37,-37,149400,150100,10282,-19182,-30282,OK
102.735,TraderOne,Tick,596,549,47,-47,149900,150300,10582,-16482,-30582,OK
103.016,TraderOne,Tick,596,549,47,-47,149900,150300,10582,-16482,-30582,OK
103.266,TraderOne,Tick,596,549,47,-47,149900,150300,10582,-16482,-30582,OK
103.485,TraderOne,Tick,600,549,51,-51,149900,150300,10522,-14422,-29722,OK
103.766,TraderOne,Tick,600,549,51,-51,149900,150300,10522,-14422,-29722,OK
103.953,TraderOne,Tick,600,549,51,-51,149900,150400,10522,-14422,-29722,OK
104.266,TraderOne,Tick,600,549,51,-51,149900,150200,10522,-14422,-29722,OK
104.532,TraderOne,Tick,600,559,41,-41,149700,150200,10821,-19721,-32021,OK
104.735,TraderOne,Tick,600,559,41,-41,149700,150200,10821,-19721,-32021,OK
105.0,TraderOne,Tick,600,559,41,-41,149700,150200,10821,-19721,-32021,OK
105.297,TraderOne,Tick,600,559,41,-41,149700,150200,10821,-19721,-32021,OK
105.469,TraderOne,Tick,600,559,41,-41,149700,150200,10821,-19721,-32021,OK
105.703,TraderOne,Tick,600,559,41,-41,149700,150200,10821,-19721,-32021,OK
106.0,TraderOne,Tick,600,559,41,-41,149700,150300,10821,-19721,-32021,OK
106.235,TraderOne,Tick,600,569,31,-31,150000,150500,10671,-25571,-34871,OK
106.469,TraderOne,Tick,610,569,41,-41,150200,150500,10521,-22421,-34721,OK
106.797,TraderOne,Tick,610,569,41,-41,150200,150400,10521,-22421,-30621,OK
106.953,TraderOne,Tick,610,569,41,-41,150200,150300,10521,-22421,-26521,OK
107.219,TraderOne,Tick,610,569,41,-41,150200,150300,10521,-22421,-26521,OK
107.547,TraderOne,Tick,610,569,41,-41,150200,150400,10521,-22421,-30621,OK
107.766,TraderOne,Tick,610,569,41,-41,150200,150400,10521,-22421,-30621,OK
108.016,TraderOne,Tick,610,569,41,-41,150200,150400,10521,-22421,-30621,OK
108.297,TraderOne,Tick,610,569,41,-41,150200,150300,10521,-22421,-26521,OK
108.516,TraderOne,Tick,610,569,41,-41,150200,150100,10521,-22421,-18321,OK
108.735,TraderOne,Tick,610,579,31,-31,149800,150100,10821,-27721,-37021,OK
108.969,TraderOne,Tick,610,579,31,-31,149600,150100,10821,-27721,-37021,OK
109.25,TraderOne,Tick,610,579,31,-31,149600,150100,10821,-27721,-37021,OK
109.485,TraderOne,Tick,610,579,31,-31,149600,150100,10821,-27721,-37021,OK
109.735,TraderOne,Tick,610,589,21,-21,149900,150100,10671,-30571,-34771,OK
110.0,TraderOne,Tick,610,599,11,-11,150100,150100,10971,-30871,-30871,OK
110.282,TraderOne,Tick,610,599,11,-11,150200,150500,10971,-30871,-34171,OK
110.547,TraderOne,Tick,620,599,21,-21,150200,150500,11271,-29171,-35471,OK
110.735,TraderOne,Tick,630,599,31,-31,150200,150700,11571,-27471,-36771,OK
110.953,TraderOne,Tick,640,599,41,-41,150200,150600,11871,-23771,-36071,OK
111.266,TraderOne,Tick,650,599,51,-51,150200,150600,12171,-20071,-35371,OK
111.5,TraderOne,Tick,650,609,41,-41,150600,150600,12471,-25371,-25371,OK
111.75,TraderOne,Tick,650,609,41,-41,150100,150600,12471,-25371,-37671,OK
112.032,TraderOne,Tick,650,609,41,-41,150100,150600,12471,-25371,-37671,OK
112.235,TraderOne,Tick,650,609,41,-41,150100,150500,12471,-25371,-37671,OK
112.5,TraderOne,Tick,650,619,31,-31,150100,150400,12771,-29671,-38971,OK
112.766,TraderOne,Tick,650,619,31,-31,150100,150500,12771,-29671,-38971,OK
112.985,TraderOne,Tick,650,619,31,-31,150100,150700,12771,-29671,-38971,OK
113.297,TraderOne,Tick,650,619,31,-31,150100,150600,12771,-29671,-38971,OK
113.5,TraderOne,Tick,650,619,31,-31,150100,150500,12771,-29671,-38971,OK
113.735,TraderOne,Tick,650,619,31,-31,150100,150500,12771,-29671,-38971,OK
113.985,TraderOne,Tick,650,619,31,-31,150100,150500,12771,-29671,-38971,OK
114.235,TraderOne,Tick,650,619,31,-31,150100,150600,12771,-29671,-38971,OK
114.485,TraderOne,Tick,650,619,31,-31,150500,150500,12771,-29671,-29671,OK
114.75,TraderOne,Tick,650,619,31,-31,150500,150500,12771,-29671,-29671,OK
115.0,TraderOne,Tick,650,619,31,-31,150500,150900,12771,-29671,-38971,OK
115.282,TraderOne,Tick,660,619,41,-41,150200,150500,12621,-30521,-42821,OK
115.5,TraderOne,Tick,660,629,31,-31,150100,150500,12921,-34421,-43721,OK
115.797,TraderOne,Tick,660,629,31,-31,150100,150500,12921,-34421,-43721,OK
116.016,TraderOne,Tick,660,638,22,-22,150100,150400,13191,-38291,-44891,OK
116.219,TraderOne,Tick,660,639,21,-21,150600,150500,13176,-38676,-36576,OK
116.5,TraderOne,Tick,660,639,21,-21,150600,150800,13176,-38676,-42876,OK
116.719,TraderOne,Tick,660,639,21,-21,150600,150800,13176,-38676,-42876,OK
116.985,TraderOne,Tick,670,639,31,-31,150000,150500,13026,-37526,-46826,OK
117.235,TraderOne,Tick,670,639,31,-31,150000,150500,13026,-37526,-46826,OK
117.453,TraderOne,Tick,670,639,31,-31,150000,150300,13026,-37526,-46826,OK
117.735,TraderOne,Tick,670,639,31,-31,150000,150300,13026,-37526,-46826,OK
118.016,TraderOne,Tick,670,639,31,-31,150000,150300,13026,-37526,-46826,OK
118.297,TraderOne,Tick,670,649,21,-21,150200,150500,12876,-40376,-46676,OK
118.532,TraderOne,Tick,670,656,14,-14,150500,150500,13087,-40587,-40587,OK
118.782,TraderOne,Tick,670,656,14,-14,150500,150400,13087,-40587,-39187,OK
119.016,TraderOne,Tick,680,656,24,-24,150200,150300,12937,-39437,-41837,OK
119.25,TraderOne,Tick,680,656,24,-24,150200,150300,12937,-39437,-41837,OK
119.5,TraderOne,Tick,680,656,24,-24,150200,150300,12937,-39437,-41837,OK
119.719,TraderOne,Tick,680,657,23,-23,150100,150100,12922,-39622,-39622,OK
120.032,TraderOne,Tick,680,657,23,-23,150100,150100,12922,-39622,-39622,OK
120.203,TraderOne,Tick,680,667,13,-13,150200,150600,12772,-47472,-51372,OK
120.547,TraderOne,Tick,687,667,20,-20,150200,150600,12982,-44882,-50882,OK
120.735,TraderOne,Tick,687,667,20,-20,150200,150600,12982,-44882,-50882,OK
121.047,TraderOne,Tick,687,667,20,-20,150200,150600,12982,-44882,-50882,OK
121.25,TraderOne,Tick,697,667,30,-30,150000,150600,12832,-42732,-51732,OK
121.485,TraderOne,Tick,697,667,30,-30,150000,150600,12832,-42732,-51732,OK
121.75,TraderOne,Tick,697,667,30,-30,150000,150600,12832,-42732,-51732,OK
122.0,TraderOne,Tick,707,667,40,-30,150100,150600,12682,-1545582,-51582,OK
122.25,TraderOne,Tick,707,667,40,-40,150100,150600,12682,-40582,-52582,OK
122.469,TraderOne,Tick,707,667,40,-40,150100,150500,12682,-40582,-52582,OK
122.797,TraderOne,Tick,707,667,40,-40,150100,150500,12682,-40582,-52582,OK
123.047,TraderOne,Tick,707,667,40,-40,150100,150500,12682,-40582,-52582,OK
123.25,TraderOne,Tick,707,667,40,-40,150100,150400,12682,-40582,-52582,OK
123.532,TraderOne,Tick,707,667,40,-40,150100,150400,12682,-40582,-52582,OK
123.75,TraderOne,Tick,707,677,30,-30,150400,150400,12532,-44432,-44432,OK
124.032,TraderOne,Tick,707,687,20,-20,150400,150400,12382,-47282,-47282,OK
124.25,TraderOne,Tick,707,697,10,-10,150600,150400,12683,-48583,-46583,OK
124.469,TraderOne,Tick,707,707,0,0,150400,150400,12984,-49884,-49884,OK
124.766,TraderOne,Tick,707,707,0,0,150400,150400,12984,-49884,-49884,OK
124.985,TraderOne,Tick,707,707,0,0,150400,150400,12984,-49884,-49884,OK
125.297,TraderOne,Tick,707,707,0,0,150400,150400,12984,-49884,-49884,OK
125.485,TraderOne,Tick,707,707,0,0,150400,150400,12984,-49884,-49884,OK
125.703,TraderOne,Tick,707,707,0,0,150400,150400,12984,-49884,-49884,OK
125.985,TraderOne,Tick,717,707,10,-10,150500,150700,13285,-50185,-52185,OK
126.313,TraderOne,Tick,727,707,20,-20,150500,151100,13586,-49486,-55486,OK
126.485,TraderOne,Tick,737,707,30,-30,150500,151200,13887,-44787,-53787,OK
126.735,TraderOne,Tick,747,707,40,-40,150500,151000,14188,-40088,-52088,OK
127.047,TraderOne,Tick,747,707,40,-40,150500,151000,14188,-40088,-52088,OK
127.266,TraderOne,Tick,747,707,40,-40,150500,151000,14188,-40088,-52088,OK
127.485,TraderOne,Tick,747,707,40,-40,150500,150700,14188,-40088,-48088,OK
127.75,TraderOne,Tick,747,717,30,-30,150400,150400,14489,-42389,-42389,OK
128.016,TraderOne,Tick,747,727,20,-20,150700,150300,14339,-45239,-39239,OK
128.297,TraderOne,Tick,747,727,20,-20,150700,150300,14339,-45239,-39239,OK
128.547,TraderOne,Tick,747,727,20,-20,150700,150200,14339,-45239,-39239,OK
128.735,TraderOne,Tick,747,727,20,-20,150700,150200,14339,-45239,-39239,OK
129.047,TraderOne,Tick,747,727,20,-20,150700,150200,14339,-45239,-39239,OK
129.282,TraderOne,Tick,747,727,20,-20,150700,150200,14339,-45239,-39239,OK
129.453,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
129.703,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
130.0,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
130.266,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
130.547,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
130.735,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
130.953,TraderOne,Tick,747,737,10,-10,150900,150400,14189,-47089,-44089,OK
131.25,TraderOne,Tick,757,737,20,-20,149800,150100,14039,-45939,-51939,OK
131.5,TraderOne,Tick,757,737,20,-20,149800,150100,14039,-45939,-51939,OK
131.719,TraderOne,Tick,757,737,20,-20,149800,150100,14039,-45939,-51939,OK
132.0,TraderOne,Tick,757,747,10,-10,150800,150100,13889,-46789,-43789,OK
132.282,TraderOne,Tick,757,747,10,-10,150800,149800,13889,-46789,-43789,OK
132.5,TraderOne,Tick,757,757,0,0,149800,149800,14189,-47089,-47089,OK
132.719,TraderOne,Tick,757,767,-10,10,149800,149600,14489,-46389,-48389,OK
133.016,TraderOne,Tick,757,777,-20,20,149800,149600,14789,-45689,-49689,OK
133.235,TraderOne,Tick,757,787,-30,30,150200,149600,14639,-43539,-49539,OK
133.438,TraderOne,Tick,757,787,-30,30,150200,149600,14639,-43539,-49539,OK
133.735,TraderOne,Tick,767,787,-20,20,149000,149600,14489,-46389,-42389,OK
134.047,TraderOne,Tick,767,787,-20,20,149000,149600,14489,-46389,-42389,OK
134.25,TraderOne,Tick,767,787,-20,20,149000,149600,14489,-46389,-42389,OK
134.5,TraderOne,Tick,767,787,-20,20,149000,149700,14489,-46389,-42389,OK
134.703,TraderOne,Tick,767,787,-20,20,149000,149700,14489,-46389,-42389,OK
135.032,TraderOne,Tick,767,787,-20,20,149000,149800,14489,-46389,-40389,OK
135.25,TraderOne,Tick,777,787,-10,10,149200,149800,14339,-49239,-46239,OK
135.516,TraderOne,Tick,787,789,-2,2,149800,149900,14159,-48859,-48659,OK
135.735,TraderOne,Tick,787,789,-2,2,149300,149900,14159,-48859,-48259,OK
135.953,TraderOne,Tick,787,789,-2,2,149300,149900,14159,-48859,-48259,OK
136.25,TraderOne,Tick,787,789,-2,2,149300,149900,14159,-48859,-48259,OK
136.453,TraderOne,Tick,787,789,-2,2,149300,149900,14159,-48859,-48259,OK
136.735,TraderOne,Tick,787,789,-2,2,149300,149800,14159,-48859,-48259,OK
137.0,TraderOne,Tick,787,789,-2,2,149300,149600,14159,-48859,-48459,OK
137.266,TraderOne,Tick,787,789,-2,2,149300,149600,14159,-48859,-48459,OK
137.5,TraderOne,Tick,787,789,-2,2,149300,149600,14159,-48859,-48459,OK
137.75,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
138.032,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
138.282,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
138.485,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
138.735,TraderOne,Tick,787,789,-2,2,149300,149100,14159,-48859,-49259,OK
138.985,TraderOne,Tick,787,789,-2,2,149300,149100,14159,-48859,-49259,OK
139.219,TraderOne,Tick,787,789,-2,2,149300,149100,14159,-48859,-49259,OK
139.5,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
139.782,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
140.0,TraderOne,Tick,787,789,-2,2,149300,149300,14159,-48859,-48859,OK
140.25,TraderOne,Tick,797,789,8,-8,149600,149300,14458,-50158,-48558,OK
140.5,TraderOne,Tick,797,799,-2,2,149800,149300,14308,-50008,-50408,OK
140.782,TraderOne,Tick,797,806,-9,9,149900,149300,14518,-49518,-51318,OK
140.985,TraderOne,Tick,797,806,-9,9,149900,149300,14518,-49518,-51318,OK
141.235,TraderOne,Tick,797,806,-9,9,149900,149300,14518,-49518,-51318,OK
141.453,TraderOne,Tick,797,806,-9,9,149900,149300,14518,-49518,-51318,OK
141.782,TraderOne,Tick,797,816,-19,19,150200,149500,14368,-48368,-52168,OK
142.016,TraderOne,Tick,797,816,-19,19,150200,149500,14368,-48368,-52168,OK
142.266,TraderOne,Tick,797,816,-19,19,150200,149500,14368,-48368,-52168,OK
142.5,TraderOne,Tick,797,816,-19,19,150200,149500,14368,-48368,-52168,OK
142.782,TraderOne,Tick,797,826,-29,29,150200,149500,14218,-46218,-52018,OK
142.969,TraderOne,Tick,797,826,-29,29,150200,149500,14218,-46218,-52018,OK
143.235,TraderOne,Tick,797,826,-29,29,150200,149500,14218,-46218,-52018,OK
143.5,TraderOne,Tick,797,826,-29,29,150200,149700,14218,-46218,-52018,OK
143.719,TraderOne,Tick,797,836,-39,39,150200,149700,14068,-43068,-50868,OK
143.985,TraderOne,Tick,807,836,-29,29,149200,149700,13918,-46918,-41118,OK
144.235,TraderOne,Tick,807,836,-29,29,149200,149700,13918,-46918,-41118,OK
144.547,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
144.735,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
145.032,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
145.25,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
145.563,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
145.735,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
145.953,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
146.25,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
146.547,TraderOne,Tick,817,836,-19,19,149100,149500,13768,-49768,-45968,OK
146.719,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
147.047,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
147.25,TraderOne,Tick,817,836,-19,19,149100,149700,13768,-49768,-45968,OK
147.5,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
147.75,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
147.985,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
148.25,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
148.516,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
148.782,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
149.063,TraderOne,Tick,817,836,-19,19,149100,149600,13768,-49768,-45968,OK
149.297,TraderOne,Tick,817,836,-19,19,149100,150100,13768,-49768,-44068,OK
149.485,TraderOne,Tick,817,836,-19,19,149100,150100,13768,-49768,-44068,OK
149.782,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
149.969,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
150.203,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
150.516,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
150.782,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
151.032,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
151.235,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
151.516,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
151.782,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
152.047,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
152.25,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
152.5,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
152.766,TraderOne,Tick,817,846,-29,29,150600,150100,13618,-45618,-54318,OK
152.969,TraderOne,Tick,817,856,-39,39,150400,150100,13468,-42468,-54168,OK
153.25,TraderOne,Tick,817,856,-39,39,150400,149800,13468,-42468,-54168,OK
153.469,TraderOne,Tick,817,856,-39,39,150400,149800,13468,-42468,-54168,OK
153.75,TraderOne,Tick,817,856,-39,39,150400,150100,13468,-42468,-54168,OK
153.969,TraderOne,Tick,817,856,-39,39,150400,150100,13468,-42468,-54168,OK
154.219,TraderOne,Tick,817,856,-39,39,150400,150100,13468,-42468,-54168,OK
154.5,TraderOne,Tick,817,856,-39,39,150400,150100,13468,-42468,-54168,OK
154.75,TraderOne,Tick,817,856,-39,39,150400,150100,13468,-42468,-54168,OK
154.985,TraderOne,Tick,827,856,-29,29,150600,150100,13769,-45769,-54469,OK
155.282,TraderOne,Tick,837,856,-19,19,150600,150100,14070,-49070,-54770,OK
155.485,TraderOne,Tick,837,856,-19,19,150600,150300,14070,-49070,-54770,OK
155.782,TraderOne,Tick,837,856,-19,19,150600,150300,14070,-49070,-54770,OK
